,well_id,structure_id,slab_num,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,corrected_mni_x,corrected_mni_y,corrected_mni_z,sampleID,probe2label,probe2dist
1380,157772886,4023,4,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",155874967,92,52,65,-1.0,26.0,57.0,-0.8313826801018851,25.6503992285966,56.06842960230699,H0351_1016,194,2.0
1381,157772888,4135,5,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",155899603,148,121,73,-57.0,18.0,-12.0,-55.622553992547104,11.465048023294498,-11.4061399902807,H0351_1016,204,0.0
1382,157772890,4904,4,CX,TP-i,"temporal pole, left, inferior aspect",155844580,118,148,63,-27.0,28.0,-39.0,-28.9545420917118,19.6364806864865,-38.167124053818995,H0351_1016,204,0.0
1383,157772892,4024,6,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",156431648,114,47,86,-23.0,5.0,62.0,-22.859902117961397,4.44746570946132,59.484190992833206,H0351_1016,192,0.0
1384,157772894,4273,6,CX,SIG,"short insular gyri, left",156432772,132,105,86,-41.0,5.0,4.0,-40.5579508014204,-3.3032558270962404,4.18846812029256,H0351_1016,104,0.0
1385,157772896,4089,7,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",156503063,159,97,94,-68.0,-3.0,12.0,-64.907409823246,-6.930399495535059,12.7384118588937,H0351_1016,178,1.0
1386,157772898,4031,2,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",155776342,125,89,35,-34.0,56.0,20.0,-32.7109447553661,54.3432230918816,19.3437315647607,H0351_1016,144,2.0
1387,157772900,4030,3,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",155829608,119,79,47,-28.0,44.0,30.0,-25.606290433302696,40.1653593844629,27.6549886901649,H0351_1016,144,0.0
1388,157772902,4024,4,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",155874971,106,56,65,-15.0,26.0,53.0,-17.217514774662,24.7139355304307,50.6222120767838,H0351_1016,192,1.4142135381698602
1389,157772904,4178,5,CX,PLP,"planum polare, left",155899602,141,119,73,-50.0,18.0,-10.0,-49.5223446598798,10.7249090092529,-9.20939095048002,H0351_1016,204,0.0
1390,157772906,4903,4,CX,TP-s,"temporal pole, left, superior aspect",155844582,134,132,63,-43.0,28.0,-23.0,-43.11509611610229,20.5775282233517,-22.558341389696498,H0351_1016,204,0.0
1391,157772908,4223,6,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",156431650,97,67,86,-6.0,5.0,42.0,-6.326934026913659,2.84887258443307,40.086383699277896,H0351_1016,140,0.0
1392,157772910,4136,6,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",156265693,143,128,86,-52.0,5.0,-19.0,-50.614810406169205,-1.47833652453868,-18.2005345324569,H0351_1016,202,0.0
1393,157772912,4135,7,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156503065,157,114,94,-66.0,-3.0,-5.0,-62.3684574425164,-7.73169712642229,-2.7926514576834602,H0351_1016,202,0.0
1394,157772914,4045,2,CX,orIFG,"inferior frontal gyrus, orbital part, left",155776346,135,111,36,-44.0,55.0,-2.0,-43.156781388124706,50.91044925193629,-3.13679633147246,H0351_1016,144,0.0
1395,157772916,4031,3,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",155829609,141,89,47,-50.0,44.0,20.0,-47.999964461548004,40.148494336265,19.146845280188998,H0351_1016,206,0.0
1396,157772918,4223,4,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",155874960,97,66,65,-6.0,26.0,43.0,-6.537820360886429,24.9773748830038,41.1884975591398,H0351_1016,194,1.0
1397,157772920,4273,5,CX,SIG,"short insular gyri, left",155899605,129,111,71,-38.0,20.0,-2.0,-37.7459465866376,12.962359332906301,-1.2881010613423,H0351_1016,104,0.0
1398,157772922,4224,4,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",155842530,93,84,65,-2.0,26.0,25.0,-1.7579949104511399,23.2705507614186,21.557891377811604,H0351_1016,140,0.0
1399,157772926,4142,6,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",156265694,142,146,83,-51.0,8.0,-37.0,-50.0514835905739,3.46345511910141,-35.976286421435496,H0351_1016,156,0.0
1401,157772930,4048,2,CX,GRe,"gyrus rectus, left",155735103,98,128,36,-7.0,55.0,-19.0,-5.58832498589313,52.4937416862899,-21.392955138067396,H0351_1016,126,0.0
1402,157772932,4048,3,CX,GRe,"gyrus rectus, left",155807925,99,133,49,-8.0,42.0,-24.0,-7.01500336570705,37.5792926151881,-23.541546792504395,H0351_1016,126,0.0
1403,157772934,4030,4,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",155853026,116,53,65,-25.0,26.0,56.0,-25.116501840556804,24.481563961448398,53.857832942890205,H0351_1016,144,1.0
1404,157772936,4149,5,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",156184344,116,150,73,-25.0,18.0,-41.0,-26.8880689896986,11.515456762795699,-41.9693943221074,H0351_1016,204,0.0
1406,157772940,4012,6,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",156431532,135,76,86,-44.0,5.0,33.0,-41.59929555733171,1.8446087810694298,32.0337808218343,H0351_1016,184,0.0
1407,157772942,4143,6,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",156265697,137,151,83,-46.0,8.0,-42.0,-45.6368760901478,3.5321023898701798,-41.6595342596314,H0351_1016,134,0.0
1408,157772944,4169,7,CX,TG,"transverse gyri, left",156503066,152,113,94,-61.0,-3.0,-4.0,-58.66913242571629,-7.57488859562813,-1.50971649996282,H0351_1016,202,0.0
1409,157772946,4051,2,CX,MOrG,"medial orbital gyrus, left",155735104,107,131,36,-16.0,55.0,-22.0,-14.4916930118137,50.9959964833942,-21.932861842869396,H0351_1016,148,0.0
1410,157772948,4051,3,CX,MOrG,"medial orbital gyrus, left",155818763,110,132,49,-19.0,42.0,-23.0,-18.861368563223,35.9909349491429,-21.8324962274263,H0351_1016,148,0.0
1411,157772950,4031,4,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",155853027,144,75,62,-53.0,29.0,34.0,-50.0370456817299,25.879616547511002,33.153978712322804,H0351_1016,144,1.4142135381698602
1412,157772952,4904,5,CX,TP-i,"temporal pole, left, inferior aspect",156184343,121,145,73,-30.0,18.0,-36.0,-31.7624448040755,9.68951447165825,-37.933446133769,H0351_1016,204,0.0
1414,157772956,4013,6,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",156431530,146,59,86,-55.0,5.0,50.0,-53.2429490301632,2.8216759285540403,49.629070346767996,H0351_1016,184,1.0
1415,157772958,4149,6,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",156265695,118,151,84,-27.0,7.0,-42.0,-28.9526532804038,1.17282952148278,-41.9449514319869,H0351_1016,134,0.0
1416,157772960,4270,7,CX,LIG,"long insular gyri, left",156503064,135,104,94,-44.0,-3.0,5.0,-43.0006775789046,-11.252742614235402,6.251627485628691,H0351_1016,174,0.0
1417,157772962,4224,2,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",155734946,95,97,37,-4.0,54.0,12.0,-3.44642352565433,52.416090152603594,11.6128551647165,H0351_1016,154,0.0
1418,157772964,4057,3,CX,POrG,"posterior orbital gyrus, left",155818765,118,119,49,-27.0,42.0,-10.0,-27.5769510589884,37.262481760487,-10.2558203354835,H0351_1016,106,0.0
1419,157772966,4023,5,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",155905709,95,57,71,-4.0,20.0,52.0,-4.93409007337011,18.9959601750991,50.874163504845804,H0351_1016,194,1.0
1420,157772970,4051,4,CX,MOrG,"medial orbital gyrus, left",155850204,106,135,64,-15.0,27.0,-26.0,-17.8365188161756,19.5540820940452,-24.094747760623196,H0351_1016,148,0.0
1421,157772972,4030,6,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",156431526,129,44,86,-38.0,5.0,65.0,-37.137764820844396,4.09084767151843,64.1319626086455,H0351_1016,144,0.0
1422,157772974,4143,6,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",156265698,136,149,83,-45.0,8.0,-40.0,-44.974883953041,3.27577437144448,-39.7683040664923,H0351_1016,134,0.0
1424,157772978,4898,2,CX,SRoG,"superior rostral gyrus, left",155735101,95,106,37,-4.0,54.0,3.0,-4.38604995282227,51.5446634809564,3.14351151259714,H0351_1016,102,0.0
1425,157772980,4224,3,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",155807874,95,115,49,-4.0,42.0,-6.0,-2.58734941633383,38.1035506571095,-7.80613212187521,H0351_1016,102,0.0
1426,157772982,4030,5,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",155905708,114,62,71,-23.0,20.0,47.0,-25.384239060157103,17.5928610873366,42.278474692938296,H0351_1016,144,0.0
1427,157772984,4905,5,CX,TP-m,"temporal pole, left, medial aspect",156184353,107,143,73,-16.0,18.0,-34.0,-22.035948436128397,10.5601835105521,-35.4694225262368,H0351_1016,204,0.0
1428,157772986,4063,4,CX,SCG,"subcallosal cingulate gyrus, left",155850202,96,128,64,-5.0,27.0,-19.0,-4.944014213551981,23.455272608664398,-18.3523959609592,H0351_1016,142,0.0
1429,157772988,4031,6,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",156431528,129,69,86,-38.0,5.0,40.0,-36.9512862302047,0.716511901967807,37.9503435224264,H0351_1016,184,1.0
1430,157772990,4012,7,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",156435093,119,46,93,-28.0,-2.0,63.0,-28.4834158896719,-3.04683876990349,60.1004836704951,H0351_1016,192,1.0
1431,157772992,4142,7,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",156497616,153,128,94,-62.0,-3.0,-19.0,-59.564649508101304,-7.04622422710014,-15.8947449290346,H0351_1016,156,1.0
1432,157772994,4901,2,CX,IRoG,"inferior rostral gyrus, left",155735102,99,114,36,-8.0,55.0,-5.0,-8.34348637112623,51.28381298587401,-5.09104945495167,H0351_1016,142,0.0
1433,157772996,4901,3,CX,IRoG,"inferior rostral gyrus, left",155807875,96,122,49,-5.0,42.0,-13.0,-4.72123529364911,38.0112874317444,-14.626119346417198,H0351_1016,142,0.0
1434,157772998,4223,5,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",155905710,93,62,72,-2.0,19.0,47.0,-2.1175912676632898,17.3988396329088,45.821204906627905,H0351_1016,194,1.0
1435,157773000,4039,4,CX,trIFG,"inferior frontal gyrus, triangular part, left",155848795,138,105,62,-47.0,29.0,4.0,-46.6666667480809,22.8299503704909,2.07592223729718,H0351_1016,120,0.0
1436,157773002,4069,4,CX,PaOG,"parolfactory gyri, left",155850203,93,135,64,-2.0,27.0,-26.0,-2.27312761384393,23.1550944028194,-24.570934556406804,H0351_1016,126,0.0
1437,157773004,4014,6,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",156432770,155,103,86,-64.0,5.0,6.0,-61.3852218532816,1.17093183133175,7.38062933722438,H0351_1016,184,0.0
1438,157773006,4013,7,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",156435094,125,45,93,-34.0,-2.0,64.0,-33.4488730328804,-2.8754669752229,62.28839806428989,H0351_1016,144,0.0
1439,157773008,4151,7,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",156497615,141,145,94,-50.0,-3.0,-36.0,-49.737109637801105,-6.44033548438638,-34.5900186811552,H0351_1016,134,0.0
1440,157773010,4054,2,CX,AOrG,"anterior orbital gyrus, left",155701387,115,123,36,-24.0,55.0,-14.0,-23.987419754877802,50.9839882850747,-15.396250150773803,H0351_1016,106,0.0
1441,157773012,4039,3,CX,trIFG,"inferior frontal gyrus, triangular part, left",155779801,145,102,47,-54.0,44.0,7.0,-52.3176881520173,39.2077068987454,5.84754512250089,H0351_1016,206,0.0
1442,157773014,4031,5,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",155893114,133,57,71,-42.0,20.0,52.0,-41.2490307358908,18.388240876848,51.1339750179607,H0351_1016,144,0.0
1443,157773016,4273,4,CX,SIG,"short insular gyri, left",155848794,121,108,63,-30.0,28.0,1.0,-27.057083399830102,24.9282751572992,-1.5078095255779498,H0351_1016,104,0.0
1445,157773020,4079,6,CX,fro,"frontal operculum, left",156432771,151,108,86,-60.0,5.0,1.0,-58.0654854155782,0.18419054621566397,2.676264695075,H0351_1016,182,0.0
1446,157773022,4024,7,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",156435092,116,50,93,-25.0,-2.0,59.0,-25.858361167928802,-4.73457411059689,55.7767295516185,H0351_1016,192,0.0
1447,157773024,4013,8,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",156684998,115,32,107,-24.0,-16.0,77.0,-23.580464311808,-15.515521653808902,75.2087366896418,H0351_1016,184,0.0
1448,157773026,4060,2,CX,LOrG,"lateral orbital gyrus, left",155701386,128,120,36,-37.0,55.0,-11.0,-37.3196300029593,51.4831865120442,-12.652308655197698,H0351_1016,138,0.0
1449,157773028,4045,3,CX,orIFG,"inferior frontal gyrus, orbital part, left",155779802,140,118,47,-49.0,44.0,-9.0,-49.525824511925705,39.3736837969342,-10.0734154823617,H0351_1016,166,0.0
1451,157773032,4045,4,CX,orIFG,"inferior frontal gyrus, orbital part, left",155844578,140,116,63,-49.0,28.0,-7.0,-48.716546076655206,22.0992464651275,-7.63263148706567,H0351_1016,166,1.0
1452,157773036,4135,6,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156432775,149,113,86,-58.0,5.0,-4.0,-58.103899845513105,-0.214210794978863,-2.7398244947335297,H0351_1016,202,1.0
1453,157773040,4014,7,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",156504404,148,62,94,-57.0,-3.0,47.0,-55.2128302311164,-5.5104235820432494,46.911403755708,H0351_1016,184,0.0
1454,158158211,4135,5,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",155899603,149,121,73,-58.0,18.0,-12.0,-56.4413901665387,11.594991537214401,-11.3424553318534,H0351_1016,204,0.0
1456,158158215,4089,9,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",156942012,133,39,117,-42.0,-26.0,70.0,-41.183425069443295,-27.644766172463196,68.88242006635679,H0351_1016,178,0.0
1457,158158217,4151,9,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",156939065,152,130,117,-61.0,-26.0,-21.0,-59.596934035714796,-28.482353200801803,-17.531108520748,H0351_1016,156,0.0
1458,158158219,4158,10,CX,FuG-its,"fusiform gyrus, left, bank of the its",156954365,147,138,133,-56.0,-42.0,-29.0,-53.4604327679655,-40.6527169674934,-22.9170900592525,H0351_1016,134,0.0
1459,158158221,4230,11,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",156994262,96,85,146,-5.0,-55.0,24.0,-3.8198658200774505,-51.3755152492103,21.7047241612148,H0351_1016,168,0.0
1460,158158223,4120,12,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",157021193,97,70,155,-6.0,-64.0,39.0,-3.54647936073902,-62.4923407519571,36.500384682032596,H0351_1016,170,0.0
1461,158158225,4208,12,CX,IOG-i,"inferior occipital gyrus, left, inferior bank of gyrus",157021062,150,120,155,-59.0,-64.0,-11.0,-58.2463243006139,-65.1956315671494,-8.34276976717944,H0351_1016,134,0.0
1462,158158227,4224,4,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",155842530,92,84,65,-1.0,26.0,25.0,-0.6392433778123371,23.235714909351,21.5341416846333,H0351_1016,140,1.0
1463,158158229,4169,8,CX,TG,"transverse gyri, left",156684041,143,110,107,-52.0,-16.0,-1.0,-50.177624762300205,-21.076830804446498,3.2944284767855696,H0351_1016,186,0.0
1464,158158231,4106,9,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",156942013,148,55,117,-57.0,-26.0,54.0,-55.4355956573316,-28.720361156476198,52.69687820771271,H0351_1016,196,1.0
1465,158158233,4098,10,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",156954789,115,39,133,-24.0,-42.0,70.0,-24.236876245978998,-44.0525241053512,66.5779343532553,H0351_1016,200,1.0
1466,158158235,4159,10,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",156954364,138,138,133,-47.0,-42.0,-29.0,-44.9869613671105,-39.997324438151395,-24.8581363843406,H0351_1016,134,0.0
1467,158158237,4231,11,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",156994263,98,105,146,-7.0,-55.0,4.0,-7.0409479795503,-51.4205948556187,2.63765423958303,H0351_1016,168,1.4142135381698602
1468,158158239,4099,12,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",157020733,116,64,155,-25.0,-64.0,45.0,-21.5219362834061,-64.6424250094975,43.8233030210448,H0351_1016,200,0.0
1469,158158241,4098,13,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",157026122,115,54,169,-24.0,-78.0,55.0,-22.482343025893,-78.0217739277571,53.8164457119353,H0351_1016,200,1.0
1470,158158243,4135,6,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156432775,150,113,86,-59.0,5.0,-4.0,-58.9049163076822,-0.0351137858949349,-2.69551348099113,H0351_1016,202,0.0
1471,158158245,4135,8,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156685332,160,110,107,-69.0,-16.0,-1.0,-66.2696634117074,-19.8611311567956,0.631056782996814,H0351_1016,202,0.0
1472,158158247,4107,9,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",156949431,151,83,117,-60.0,-26.0,26.0,-59.4255222476136,-31.5742955134815,25.466413589029397,H0351_1016,176,1.0
1473,158158249,4127,10,CX,PCLp-l,"paracentral lobule, posterior part, left, lateral bank of gyrus",156954788,95,27,133,-4.0,-42.0,82.0,-5.0064880918968395,-39.617705593800004,79.307676674225,H0351_1016,178,2.8284270763397203
1474,158158251,4143,10,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",156952410,154,113,133,-63.0,-42.0,-4.0,-60.804116115456104,-45.214242858081796,-3.2558279493693596,H0351_1016,156,1.0
1475,158158253,4193,11,CX,LiG-pest,"lingual gyrus, left, peristriate",156994265,114,112,146,-23.0,-55.0,-3.0,-19.684251251457,-53.324536745271395,-1.9481509578196698,H0351_1016,136,1.0
1476,158158255,4113,12,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",157020734,120,57,155,-29.0,-64.0,52.0,-26.501708805464897,-64.1810805886143,52.1417496313585,H0351_1016,200,0.0
1477,158158257,4120,13,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",157026121,101,68,169,-10.0,-78.0,41.0,-8.4796810438756,-77.6023529327198,40.0185888790199,H0351_1016,116,1.4142135381698602
1479,158158261,4136,8,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",156685333,153,116,107,-62.0,-16.0,-7.0,-59.341159729394704,-19.384143018899,-3.1413177658532705,H0351_1016,202,0.0
1480,158158263,4135,9,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156949433,159,85,117,-68.0,-26.0,24.0,-66.07233698192779,-30.115652002458702,24.2258002888793,H0351_1016,196,0.0
1481,158158265,4128,10,CX,PCLp-cs,"paracentral lobule, posterior part, left, bank of cingulate sulcus",156954786,93,55,133,-2.0,-42.0,54.0,-1.5878920032772,-40.5184743955557,53.57019053033321,H0351_1016,170,2.0
1482,158158267,4150,10,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",156952408,161,120,133,-70.0,-42.0,-11.0,-67.770423101531,-44.303374830961,-9.35639974265599,H0351_1016,156,0.0
1483,158158269,4114,11,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",156991108,153,71,146,-62.0,-55.0,38.0,-58.7660140058871,-57.58992247364839,38.161826647788,H0351_1016,108,0.0
1484,158158271,4114,12,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",157020735,150,75,155,-59.0,-64.0,34.0,-56.388314657377606,-66.8769238865202,34.4287228532199,H0351_1016,108,0.0
1485,158158273,4121,13,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",157026120,103,80,168,-12.0,-77.0,29.0,-10.987016418528901,-74.34063918313741,27.590953932817897,H0351_1016,116,0.0
1486,158158275,4074,8,CX,PCLa-i,"paracentral lobule, anterior part, left, inferior bank of gyrus",156684809,100,61,107,-9.0,-16.0,48.0,-10.8254698820844,-17.2797858814839,45.037489596297796,H0351_1016,152,0.0
1487,158158277,4143,8,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",156685252,154,139,107,-63.0,-16.0,-30.0,-60.5642940132201,-18.7980370751451,-25.7350033252944,H0351_1016,134,0.0
1488,158158279,4172,9,CX,PLT,"planum temporale, left",156949432,151,91,117,-60.0,-26.0,18.0,-58.656306443524294,-32.7059320012365,17.5603130996395,H0351_1016,186,1.0
1489,158158281,4230,10,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",156954787,97,61,133,-6.0,-42.0,48.0,-6.053414785151791,-40.363828603259705,47.080192031679104,H0351_1016,170,0.0
1490,158158283,4151,10,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",156952409,155,116,133,-64.0,-42.0,-7.0,-61.871283457881795,-44.523828928090204,-5.95069802356595,H0351_1016,156,0.0
1491,158158285,4142,11,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",156997507,143,100,145,-52.0,-54.0,9.0,-47.5033870705887,-55.89390457832501,10.9442330548889,H0351_1016,156,0.0
1492,158158287,4121,12,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",157019434,107,93,155,-16.0,-64.0,16.0,-13.700520918183999,-59.323231537373196,14.048927978085402,H0351_1016,170,0.0
1493,158158289,4186,13,CX,Cun-pest,"cuneus, left, peristriate",157026119,103,82,168,-12.0,-77.0,27.0,-10.648797819566301,-73.91633710428,25.4866656957062,H0351_1016,116,0.0
1494,158158291,4223,8,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",156684808,98,65,107,-7.0,-16.0,44.0,-8.07791215038867,-17.4811898582179,41.105214894309896,H0351_1016,140,0.0
1495,158158293,4150,8,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",156685240,143,145,107,-52.0,-16.0,-36.0,-50.91465290477961,-18.679998095167,-33.289225008768504,H0351_1016,134,0.0
1496,158158295,4149,9,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",156942562,142,138,117,-51.0,-26.0,-29.0,-47.9115504848768,-26.986172467364604,-23.7508004803267,H0351_1016,134,0.0
1497,158158297,4231,10,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",156954311,94,81,133,-3.0,-42.0,28.0,-2.7776982461170094,-41.2087926367422,28.0630690178127,H0351_1016,168,0.0
1498,158158299,4098,11,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",157001438,110,34,146,-19.0,-55.0,75.0,-18.115667489223302,-54.929674472538395,73.8893278975378,H0351_1016,200,1.4142135381698602
1499,158158301,4143,11,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",156997508,145,113,145,-54.0,-54.0,-4.0,-51.184115933636505,-56.422968565683796,-0.9760216103374221,H0351_1016,134,1.73205077648163
1500,158158303,4187,12,CX,Cun-str,"cuneus, left, striate",157019433,116,104,155,-25.0,-64.0,5.0,-21.633086591131303,-59.293458207993204,4.86238263801687,H0351_1016,170,0.0
1501,158158305,4099,13,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",157064999,124,87,168,-33.0,-77.0,22.0,-26.783784412674798,-76.8391694403985,21.736269375227,H0351_1016,198,0.0
1502,158158307,4224,8,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",156684807,94,81,107,-3.0,-16.0,28.0,-1.46275492183819,-17.4694586810507,28.839056184932605,H0351_1016,140,1.4142135381698602
1503,158158309,4151,8,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",156685241,150,141,107,-59.0,-16.0,-32.0,-57.3587459514007,-18.3449555944478,-27.493817973340697,H0351_1016,134,0.0
1504,158158311,4150,9,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",156942563,153,144,117,-62.0,-26.0,-35.0,-59.99153420175261,-27.0684526669521,-29.102567921534902,H0351_1016,134,1.0
1505,158158313,4099,10,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",156952016,138,49,133,-47.0,-42.0,60.0,-44.4518484716849,-42.7013352622695,60.1181758884587,H0351_1016,178,2.2360680103302
1506,158158315,4120,11,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",157001439,96,37,146,-5.0,-55.0,72.0,-4.57875531155442,-52.50681746980829,71.3626222910219,H0351_1016,200,1.0
1507,158158317,4151,11,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",156997521,146,115,145,-55.0,-54.0,-6.0,-52.6346351072924,-56.25872121360371,-2.9092212512282996,H0351_1016,156,1.4142135381698602
1508,158158319,4193,12,CX,LiG-pest,"lingual gyrus, left, peristriate",157019431,111,122,155,-20.0,-64.0,-13.0,-19.198911500267602,-57.9400487762754,-11.214839396159698,H0351_1016,136,0.0
1509,158158321,4113,13,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",157064998,127,80,168,-36.0,-77.0,29.0,-29.699029765818,-78.3964336008249,28.6170544707015,H0351_1016,146,0.0
1511,158158325,4136,8,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",156685334,149,116,107,-58.0,-16.0,-7.0,-55.424772863814795,-19.421765549634898,-2.5087111520330803,H0351_1016,202,0.0
1512,158158327,4158,9,CX,FuG-its,"fusiform gyrus, left, bank of the its",156942561,137,136,117,-46.0,-26.0,-27.0,-42.10327168150221,-26.678436133372898,-23.0764610051809,H0351_1016,124,0.0
1513,158158329,4106,10,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",156952017,142,59,133,-51.0,-42.0,50.0,-48.262787690322,-42.111771772289295,50.070066471144294,H0351_1016,196,1.0
1514,158158331,4121,11,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",157001440,101,72,146,-10.0,-55.0,37.0,-9.85318117893142,-53.85178463856,34.176776845127804,H0351_1016,170,0.0
1515,158158333,4149,11,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",156991061,140,132,145,-49.0,-54.0,-23.0,-47.962323598861396,-52.321523856739,-20.6513647971562,H0351_1016,134,0.0
1516,158158335,4194,12,CX,LiG-str,"lingual gyrus, left, striate",157019432,116,110,155,-25.0,-64.0,-1.0,-22.646158045430397,-58.706042977663095,-0.40929672106842696,H0351_1016,136,1.4142135381698602
1517,158158337,4114,13,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",157064997,133,87,167,-42.0,-76.0,22.0,-36.989671069356106,-77.504249317462,21.8076241886613,H0351_1016,146,2.0
1519,158158341,4015,9,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",156942090,104,37,117,-13.0,-26.0,72.0,-12.347754624644802,-23.4588975612282,69.0342303467104,H0351_1016,152,3.0
1520,158158343,4159,9,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",156942560,125,140,117,-34.0,-26.0,-31.0,-33.5283455160681,-25.447007752483398,-27.524640540398,H0351_1016,124,0.0
1521,158158345,4135,10,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156951639,162,95,133,-71.0,-42.0,14.0,-67.6381133134933,-45.6097627593966,14.170052716848,H0351_1016,202,1.0
